t,J_full,J_red,Q_outer_full,Q_outer_red,M_full,M_red,mass_bulk_full,mass_coating_full,mass_red,balance_normalized_full,balance_normalized_red,robin_flux_mismatch_red
0.022,4.0051673019904515,3.7853013222960565,4.028763417573862,4.011985080521664,0.09299548430257898,0.08507899163422133,0.44793828823022447,0.015472414473265507,0.45193083319533667,1.6956421463215419e-15,1.200301664303664e-15,3.68594044175552e-14
0.023,3.9950424164410023,3.7790404656676504,4.0302917042128605,4.011474818539796,0.09699052671901998,0.08885803209988899,0.44790303894245087,0.015457355950766482,0.4516983988424652,4.342951120463517e-15,6.721852418457645e-15,5.773159728050814e-14
0.024,3.9852625619764996,3.772884805096786,4.031814576906143,4.010906330431176,0.10097578928099647,0.09263091690498577,0.4478564869275218,0.015442295139962382,0.45146037731713,1.3157312392098566e-15,6.4079439664475004e-15,2.7533531010703882e-14
0.025,3.975797113773122,3.766828179567658,4.033319609331946,4.010278108956064,0.10495158639476959,0.09639774508455343,0.44779896443196243,0.015427233594113765,0.45121692738774055,1.5853419395914459e-15,4.0142437555921644e-15,1.865174681370263e-14
0.026000000000000002,3.9666194725641675,3.760865029327167,4.034795434157981,4.009588937270074,0.10891820586733376,0.1001586101138806,0.4477307884703681,0.01541217266031704,0.45096820347979943,7.532564115101463e-16,4.2745199597243624e-15,4.796163466380676e-14
0.027,3.957706394662361,3.7549903150941697,4.0362317618909795,4.00883786928991,0.11287591226199613,0.10391360042897477,0.44765226310314005,0.015397113513867446,0.450714355925602,5.343122874401058e-15,4.86036470355507e-15,3.774758283725532e-14
0.028,3.9490374544932547,3.7491994506278625,4.037619369394308,4.008024209165796,0.11682494971648938,0.10766279987960263,0.44756368118823925,0.015382057185812871,0.4504555311670658,3.1965228716454164e-16,3.1370259004740036e-15,3.907985046680551e-14
0.029,3.9405946094725524,3.7434882460540324,4.038950066776699,4.0071474905376245,0.12076554432596193,0.11140628812565666,0.4474653257309341,0.015367004585252171,0.4501918719225811,1.5925808793311919e-15,4.696178593833518e-15,5.1514348342607263e-14
0.03,3.9323618447641318,3.737852859928462,4.040216649511726,4.006207456073898,0.12469790617072606,0.11514414098558512,0.4473574709261881,0.015351956517533114,0.44992351732643726,5.341287835086641e-16,4.787346377013457e-15,4.529709940470639e-14
0.031,3.924324880995609,3.732289758452393,4.041412841095692,4.005204037650419,0.12862223105172166,0.11887643074403752,0.4472403829660889,0.015336913699220578,0.4496506030472382,9.443211562900586e-17,3.4926585459259915e-15,3.108624468950438e-14
0.032,3.916470932048684,3.7267956805850124,4.042533230273106,4.0041373374132885,0.13253870198377035,0.12260322642462253,0.44711432066786366,0.015321876770496385,0.44937326139041106,1.4315374014792393e-15,6.3078690069454776e-15,3.8191672047105385e-14
0.033,3.9087885030148533,3.7213676080520615,4.043573205834571,4.003007609883975,0.1364474904867852,0.1263245940326746,0.446979535965043,0.015306846305500004,0.44909162138858,1.6508210920793848e-15,4.5970301399690384e-15,3.197442310920451e-14
0.034,3.901267220625836,3.7160027394438506,4.044528891179193,4.001815245198694,0.14034875770741104,0.13004059677211846,0.44683627429449124,0.015291822821005701,0.44880580888282284,1.5097497878567716e-15,1.761679581491954e-15,1.8207657603852567e-14
0.035,3.8938976901345534,3.710698467749821,4.045397080201478,4.000560753522946,0.14424265539754558,0.13375129523986828,0.44668477490442177,0.015276806783743348,0.4485159465970516,8.473367436057595e-16,4.176628615349645e-15,2.708944180085382e-14
0.036000000000000004,3.8866713738897016,3.705452360795978,4.046175175575446,3.9992447506473163,0.14812932677143528,0.13745674760066426,0.4465252711027372,0.01526179861660967,0.44822215420719874,7.614274616512747e-16,7.96041433222453e-15,3.597122599785507e-14
0.037,3.8795804878178393,3.7002621441469765,4.046861130138965,3.997867944742688,0.15200890725925312,0.14115700974481124,0.44635799046041563,0.015246798703961001,0.4479245484066046,1.1282305080268882e-15,1.7634189782683043e-15,1.4654943925052066e-14
0.038,3.872617912775845,3.695125686110088,4.0474533918027085,3.9964311242359027,0.15588152517202897,0.14485213543092132,0.44618315498139133,0.015231807396146699,0.44762324296847744,2.218414356503999e-15,3.7156233881550054e-15,5.10702591327572e-14
0.039,3.865777118322567,3.6900409845402655,4.047950852203108,3.9949351467530727,0.15974730229035153,0.14854217641546158,0.4460009812475077,0.015216825013404812,0.44731834880626653,5.211090311631962e-16,6.676731207588796e-15,4.6629367034256575e-14
0.04,3.8590520969154047,3.6850061551934004,4.048352799168244,3.9933809290718747,0.16360635438726692,0.15222718257065498,0.44581168054525466,0.015201851849226653,0.44700997403238735,1.888832683672438e-15,2.9608683524729533e-15,1.554312234475219e-14
0.041,3.8524373069015705,3.6800194214165347,4.048658872959578,3.9917694380183324,0.1674587916941685,0.15590720199207153,0.4456154589791997,0.01518688817326994,0.4466982240157853,5.758618902877637e-16,6.348272597038953e-15,4.529709940470639e-14
0.042,3.8459276229604353,3.6750791049961675,4.048869026176955,3.990101682242742,0.17130471931712893,0.1595822810970677,0.44541251757598255,0.015171934233891224,0.4463832014385382,4.764324291091315e-16,6.135286677512686e-15,4.929390229335695e-14
0.043000000000000003,3.839518292888211,3.6701836180124388,4.048983487166365,3.9883787048095374,0.17514423761001713,0.16325246471508015,0.4452030523817037,0.015156990260354976,0.4460650063517411,7.129147039435187e-16,1.2595993405467582e-15,1.3766765505351941e-14
0.044,3.8332048997985266,3.6653314555704606,4.049002726737395,3.986601576537211,0.17897744250981565,0.1669177961706506,0.44498725455476484,0.01514205646476407,0.445743736230776,2.9853161374248654e-15,5.3121697235468154e-15,5.240252676230739e-14
0.045,3.8269833289676884,3.660521189298546,4.048927427980854,3.984771390026749,0.18280442583878334,0.17057831735994916,0.4447653104557523,0.015127133043754855,0.44541948603004416,5.209833429491079e-16,3.6847031017679504e-15,3.241851231905457e-14
