t,J_full,J_red,Q_outer_full,Q_outer_red,M_full,M_red,mass_bulk_full,mass_coating_full,mass_red,balance_normalized_full,balance_normalized_red,robin_flux_mismatch_red
0.8685,1.653913680013771,1.5972995726620471,1.852931696514931,1.7950942034159378,2.2935922960684527,2.208072938939012,0.19984310932318725,0.006661710075219205,0.1986050842672101,1.04105969416702e-15,5.628133334096688e-15,2.1538326677728037e-14
0.869,1.6530900034778595,1.5965040450539543,1.8520096673699609,1.7942009146060982,2.2944188410701916,2.208871190961539,0.19974364949124035,0.006658387001750445,0.19850623583243493,5.02055577519741e-16,1.3017670814017906e-14,4.463096558993129e-14
0.8695,1.6522667344303528,1.5957089110677702,1.851088093758864,1.7933080671878079,2.2952449744374066,2.2096690454170727,0.19964423881157703,0.006655065580234212,0.19840743625437485,5.922706977122177e-16,4.743793931363261e-15,2.731148640577885e-14
0.87,1.651443872671729,1.594914170510661,1.8501669754592538,1.7924156609455129,2.2960706963737425,2.210466502502328,0.19954487726018244,0.006651745809853782,0.19830868550915745,1.1176236581841936e-15,6.921799764705001e-15,3.019806626980426e-14
0.8705,1.650621418002641,1.594119823189978,1.849246312248801,1.7915236956637586,2.296896007082744,2.211263562413923,0.19944556481306042,0.006648427689792878,0.19820998357291994,2.078764303761074e-15,9.899848303047948e-15,5.062616992290714e-14
0.871,1.6497993702237908,1.593325868913174,1.848326103905305,1.7906321711271913,2.297720906767856,2.2120602253483796,0.19934630144621934,0.006645111219235633,0.19811133042181298,2.2224569476315343e-15,1.2764607320264186e-14,5.262457136723242e-14
0.8715,1.6489777291359664,1.592532307487765,1.8474063502067042,1.7897410871205228,2.298545395632424,2.2128564915021234,0.19924708713568373,0.006641796397366446,0.19801272603199577,2.8545746670078527e-16,1.2173898791876888e-14,5.595524044110789e-14
0.872,1.6481564945400784,1.5917391387213642,1.8464870509309863,1.7888504434286427,2.299369473879694,2.213652361071484,0.19914792185748853,0.006638483223370296,0.19791417037964362,5.336202784947957e-16,1.4902995651058967e-14,5.284661597215745e-14
0.8725,1.6473356662371135,1.5909463624217155,1.8455682058562801,1.7879602398364922,2.3001931417128127,2.2144478342526948,0.19904880558767893,0.006635171696432434,0.1978156634409357,5.714835518119198e-16,8.863974334224333e-15,1.7319479184152442e-14
0.873,1.6465152440281612,1.5901539783965606,1.8446498147607986,1.787070476129104,2.3010163993348267,2.215242911241893,0.1989497383023129,0.0066318618157386435,0.1977172051920692,3.385468864358049e-15,1.2393998802581099e-14,4.107825191113079e-14
0.8735,1.6456952277144339,1.5893619864538184,1.8437318774228901,1.7861811520916593,2.301839246948684,2.21603759223512,0.198850719977459,0.006628553580474953,0.19761879560924936,9.258221985873159e-16,1.5842071397404406e-14,4.6407322429331543e-14
0.874,1.644875617097206,1.5885703864014844,1.8428143936209709,1.7852922675093938,2.3026616847572323,2.2168318774283207,0.19875175058919659,0.006625246989827816,0.19752043466869637,3.313533178694221e-16,1.8376313489242936e-14,6.550315845288424e-14
0.8745,1.644056411977835,1.587779178047656,1.8418973631335955,1.784403822167691,2.3034837129632213,2.2176257670173447,0.19865283011361867,0.006621942042984228,0.19742212234663714,2.8932505278874275e-15,9.853799310484046e-15,3.397282455352979e-14
0.875,1.6432376121578072,1.5869883612004636,1.8409807857394151,1.783515815852012,2.3043053317693003,2.218419261197945,0.19855395852682722,0.006618638739131381,0.19732385861931112,2.7062345580126986e-15,1.3702589072857101e-14,3.863576125695545e-14
0.8755000000000001,1.6424192174386758,1.5861979356681655,1.8400646612171865,1.7826282483479026,2.3051265413780198,2.219212360165779,0.19845513580493873,0.006615337077457031,0.19722564346297108,2.7075819279686317e-15,1.314110546677441e-14,4.8627768478581856e-14
0.876,1.6416012276221013,1.5854079012591844,1.8391489893457564,1.7817411194410508,2.3059473419918306,2.2200050641164086,0.1983563619240766,0.006612037057149193,0.1971274768538798,1.863804187908423e-15,3.2401787583270954e-15,1.3988810110276972e-14
0.8765000000000001,1.6407836425098723,1.5846182577818764,1.8382337699040858,1.7808544289172197,2.3067677338130856,2.2207973732452997,0.19825763686037945,0.006608738677396417,0.19702935876831237,9.512398762404726e-16,7.66808503892841e-15,3.863576125695545e-14
0.877,1.6399664619038201,1.5838290050448172,1.8373190026712545,1.7799681765623017,2.3075877170440378,2.2215892877478223,0.19815896058999508,0.006605441937387577,0.19693128918255318,1.812787582903702e-15,1.1219378480133317e-14,3.26405569239796e-14
0.8775000000000001,1.6391496856058831,1.583040142856658,1.8364046874264512,1.779082362162238,2.308407291886841,2.2223808078192504,0.19806033308908605,0.006602146836311881,0.19683326807290055,8.690598585517819e-16,8.299765396790644e-15,1.9095836023552692e-14
0.878,1.6383333134181077,1.582251671026077,1.835490823948928,1.778196985503116,2.30922645854355,2.2231719336547635,0.19796175433381952,0.006598853373358987,0.19673529541566154,2.162390169020742e-15,7.515651959754156e-15,3.752553823233029e-14
0.8785000000000001,1.637517345142649,1.5814635893618996,1.8345774120180827,1.777312046371136,2.310045217216121,2.2239626654494447,0.19786322430038208,0.0065955615477190895,0.19663737118715743,3.8957531441328065e-15,1.528865377533538e-14,5.684341886080802e-14
0.879,1.6367017805817512,1.5806758976730737,1.8336644514134004,1.7764275445525668,2.310863568106412,2.224753003398281,0.1977647429649657,0.006592271358582493,0.19653949536371831,2.5051190586401116e-15,1.6413409189487972e-14,4.951594689828198e-14
0.8795000000000001,1.6358866195376807,1.5798885957685518,1.8327519419144918,1.7755434798337877,2.311681511416181,2.2255429476961655,0.1976663103037789,0.006588982805140222,0.19644166792168552,4.694704309988069e-16,1.2279059844886316e-14,3.552713678800501e-14
0.88,1.6350718618129094,1.5791016834574454,1.8318398833010452,1.7746598520012817,2.3124990473470874,2.2263324985378943,0.1975679262930335,0.006585695886583403,0.196343888837415,2.0151824351735617e-15,1.0674259822976631e-14,3.68594044175552e-14
0.8805000000000001,1.6342575072099483,1.578315160548919,1.8309282753528697,1.7737766608416343,2.3133161761006926,2.2271216561181686,0.1974695909089616,0.006582410602103741,0.19624615808726764,7.503849339531567e-16,6.525102786179169e-15,3.9968028886505635e-14
0.881,1.63344355553141,1.5775290268522126,1.830017117849877,1.7728939061415472,2.314132897878458,2.2279104206315945,0.19737130412780335,0.006579126950893239,0.19614847564762278,9.934279767610503e-16,1.4935365870221636e-14,5.972999872483342e-14
0.8815000000000001,1.6326300065799622,1.5767432821767657,1.8291064105720867,1.7720115876878058,2.314949212881748,2.228698792272683,0.19727306592580776,0.006575844932144403,0.19605084149486643,8.042427160748043e-16,1.0369114505352608e-14,3.9968028886505635e-14
0.882,1.6318168601584593,1.575957926331975,1.8281961532996178,1.7711297052672945,2.3157651213118275,2.229486771235849,0.1971748762792374,0.006572564545050052,0.19595325560539972,2.398747497282722e-15,8.462401589147187e-15,2.7755575615628914e-14
0.8825000000000001,1.6310041160697493,1.575172959127393,1.8272863458127002,1.7702482586670345,2.3165806233698625,2.230274357715413,0.19707673516436605,0.0065692857888033545,0.19585571795563125,1.0176968544139441e-15,1.255881256161184e-14,4.5075054799781356e-14
0.883,1.6301917741168537,1.5743883803726648,1.826376987891649,1.76936724767409,2.317395719256921,2.2310615519055994,0.19697864255747816,0.006566008662597992,0.19575822852197797,1.8844364548805627e-15,1.2784680035461191e-14,5.417888360170764e-14
0.8835000000000001,1.629379834102844,1.573604189877504,1.8254680793169094,1.7684866720756782,2.3182104091739726,2.231848354000538,0.19688059843487185,0.006562733165627963,0.19566078728087966,2.333911452778348e-15,1.8911914432229462e-14,5.995204332975845e-14
0.884,1.6285682958308938,1.5728203874517825,1.8245596198690375,1.7676065316590672,2.319024693321888,2.232634764194264,0.19678260277285112,0.006559459297087706,0.1955633942087761,6.541248301646125e-16,1.3990793443331556e-14,5.1958437552457326e-14
0.8845000000000001,1.6277571591042903,1.5720369729053452,1.8236516093286632,1.7667268262116982,2.3198385719014403,2.2334207826807164,0.1966846555477396,0.006556187056171996,0.19546604928212385,2.5493130880022104e-15,1.547451568390855e-14,6.23945339839338e-14
0.885,1.6269464237263918,1.5712539460482264,1.8227440474765322,1.7658475555210642,2.3206520451133033,2.2342064096537406,0.1965867567358647,0.006552916442076066,0.19536875247738736,1.9110333919805434e-15,1.7439110782387963e-14,5.1736392947532295e-14
0.8855000000000001,1.6261360895006616,1.570471306690525,1.8218369340934895,1.76496871937474,2.3214651131580535,2.234991645307086,0.19648890631356766,0.006549647453995511,0.19527150377104457,2.102421662047734e-15,1.1015935016477851e-14,4.440892098500626e-14
0.886,1.625326156230625,1.5696890546423896,1.820930268960537,1.76409031756046,2.322277776236169,2.2357764898344072,0.19639110425720285,0.006546380091126267,0.19517430313958548,1.1431893942652028e-16,1.4522156852293843e-14,4.3520742565306136e-14
0.8865000000000001,1.6245166237199793,1.5689071897141478,1.8200240518586928,1.763212349866028,2.323090034548029,2.2365609434292644,0.19629335054313407,0.006543114352664816,0.19507715055950917,3.583776963283346e-16,8.287890317203762e-15,2.9531932455029164e-14
